question,answer,intent
코로나 상생 소비지원금 1. 코로나 상생소비지원금 나오는 건지 물어볼려고 전화했다가 신청됬는데 상관없나요?? (어제 신청했었어요) 2. 이렇게 문자왔는 코로나상생소비지원금 받을수 있나요??,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음
"코로나 밀접 접촉자인데 백신 2차까지 접종 후 2주가 지나면 자가격리를 하지 않아도 되잖아요 근데 만약 발열, 인후통 등 코로나 의심 증상이 있다면 증상이 다 나을 때까지 자가격리인가요?","지인분의 검사 결과가 양성이라면, 역학조사를 통해서 코로나에 확진된 날짜를 조사하게 되고, 그 날짜에 질문자님을 만났다면 2주간 자가격리하셔야 됩니다.",밀접접촉자 음성
위드코로나 이후 자가격리 이제 위드코로나 됬는데 화요일에 같이 같은팀으로 농구를 40분동안 해서 밀접접촉이라고 해서 코로나 검사 받고 음성나왔는데 자가격리인가요??,"지인분의 검사 결과가 양성이라면, 역학조사를 통해서 코로나에 확진된 날짜를 조사하게 되고, 그 날짜에 질문자님을 만났다면 2주간 자가격리하셔야 됩니다.",밀접접촉자 음성
위드코로나 이후 여행트렌드 위드코로나 정책을 오는 11월부터 시행할텐데 기존에 이미 많은 사람들이 코로나 바이러스라는 팬데믹 이후 건강과 안전에 대한 관심이 커져있는 상황에서 여행트렌드는 어떻게 변할까요..?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음
위드코로나 보건의료인으로서 위드코로나에 대한 견해 뭐가 있을까요? 백신패스에 대한 찬반도 견해에 해당하는 건가요? 보건의료 계열에서의 백신패스 장단점도 같이 알려주세요 위드코로나와 백신패스에 대한 개념은 알고있습니다!,백신패스에 대한 다른 사람의 글을 추천해 드릴게요. https://onebeat.tistory.com/107,백신패스
코로나 인가요? ㅠㅠㅠ 미열도 나고 기침도 계속 하는데 코로나 인가요? ㅠㅠㅠ 코로나 검사 받아야 되는건가요?ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,열은 좀더 자주 측정하면서 경과를 보셔야합니다. 이러다가 열이오르면 1339 통화해보시는것이 좋겠습니다. 요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다. 증상으로 코로나를 구별할 수는 없지만 코로나는 아닌것 같으니 너무 걱정하지마세요,경미한 의심증상
코로나코로나연극 위드코로나시작되면 소극장연극볼때 거리두기할까요? 위드코로나시작되면 연극보고 포토타임할까요?,"유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업
"코로나 두통 두통잇는데 코로나일까요 어제 저녁에는 두통&울렁거림 잇어서 체한줄알앗는데 오늘은 울렁거림은 없고 두통만잇네요 열은 없구요 코로나일까요,ㅠ","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",경미한 의심증상
위드 코로나가 뭐에요,위드 코로나 뜻은 단계적 일상회복입니다. 2020년 초부터 전 세계로 확산된 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념인데요. 코로나19의 완전한 종식을 기대하는 것보다 그에 대한 인식과 방역체계를 바꿔 코로나19와의 공존을 준비해야 한다는 것을 말합니다.,위드코로나
코로나19? 제가 인후통이 계속 지속되서 인후통약을 먹었는데 인후통은 괜찮아진거같은데 목이 간지러운듯느낌이나고 기침이나는데발열은없어요 근데 일주일째 이러는데 코로나19인가요 혹시 코로나 19도 자연치료되나요?,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다. 아마도 코로나 19는 아니겠지만 증상만으로는 감별이 어렵습니다. 걱정되거나 의심되면 1339 전화하셔서 선별검사 혹은 진료가 필요한지 안내 받아보세요~,인후통 비교
"코로나 걸리면 ㅠㅠ , 코로나 양성 문자 받고 어떻게 해야하나요? 2. 코로나 걸리면 어디로 가나요? 병원으로 간다 들었는데 맞나요? 3. 코로나 걸리고 가는 곳에 가서 뭘 하나요?? 4. 링거 맞나요?? 5. 혼자만 있나요?? 부탁드립니다 ㅠㅠ너무 급해서 잘 못 적었을지도 몰라요ㅠㅠ",확진자는 경우에 따라 재택치료 또는 생활센터 치료로 나누어 진행됩니다. 자세항 사항은 다음 링크에서 확인 가능합니다. https://4honey-plant.tistory.com/106,확진자 자가격리
코로나 바이러스 인종차별 코로나 바이러스로 인한 인종차별에 대한 극복 방안이 뭐가 있을까요??,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음
코로나 증상 코로나 걸리신 분들은 모두 기침증상이 있나요? 학교에서 코로나 확진자가 나와서 검사받으러 가는데 불안해요ㅠ 몇일전에 가슴이 약간 답답하고 코가 막혀서 맛이 안느껴진 적이 있었는데 지금은 가슴만 약간 답답하고 기침이나 열은 전혀 없어요ㅠ 걱정 안해도 될까요?저 너무 걱정되요ㅠ,"위 증상만으로 코로나라고 진단하지는 못합니다. 그러나 증상이 지속하고, 발열, 호흡기 증상이 악화되거나 특히 코로나 환자와 동선이 겹치는 경우라면 코로나 선별검사를 받도록 하십시오.",경미한 의심증상
위드 코로나를 11월 9일부터 실행한다고 하는데 사실인가요?? 위드 코로나하면 학교 수련회도 갈 수 있는 건가용????? 햇다가 확진자 더 많아지면 어떻게 되는 건가용,"유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업
위드코로나 언제부터 하나요? 위드코로나 11월 언제 부터하는 건가요? 그리고 위드코로나하면 확진자 많이나오겠죠ㅠ?,현재 위드코로나 진행 중입니다. 비수도권 지역 같은 경우에 현재 사적모임 12명까지 가능합니다. 단 미접종자는 최대 4명까지.,위드코로나 여부
위드코로나 일반 고깃집 알바생인데 매번 코로나 규제가 바뀌는 바람에 너무 어질해서; 지역은 비수도권인데 위드코로나 시행으로 그럼 어떤식으로 되나요 가게 영업상 마감기준시간은 원래 없었으므로(새벽까지 가능) 미접종자는 시간관계 없이(밤낮) 4명만 식사가능이고 접종자는 12명씩 시간관계 없이,위드코로나와 관련된 상세 정보는 다음 링크에서 확인하실 수 있습니다. https://www.joongang.co.kr/digitalspecial/458,위드코로나 상세
위드코로나 거리두기 위드코로나 다음달에 진행한다면 거리두기 단계는 없어지는건가요 ? 그리고 11월에 엠티나 이런거 진행될수있나요 ? 저는 위드코로나 아직 무리라고 생각하는데 ..,위드코로나와 관련된 상세 정보는 다음 링크에서 확인하실 수 있습니다. https://www.joongang.co.kr/digitalspecial/458,위드코로나 상세
"가족 중 코로나 의심증상 , 1~2정도 왔다갔다 한다는데 이거 뭘까요 코로나일까봐 무서워요 다행히 저는 온라인이긴 한데 오빠는 등교란 말이에요 또 등교했다가 학교에 퍼지면 안되잖아요,,, 오빠가 증상있다고 하니까 갑자기 저도 목이 근질하니 기침 나올것 같고 그래요, 오빠 코로나 아니겠죠..?","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문
코로나 피부 증상 저희학교에 오늘 코로나 확진자가 나타났다고해서 검사받고 했는데 저희반이라고하는데요 집와서 씻는데 몸에 노랗게 멍 2개정도있고 허리쪽에 두드러기같이 뭐났는데 이거 코로나 증상인가요?,"코로나 증상에는 발열, 권태감, 기침, 호흡곤란 및 폐렴 등 경증에서 중증까지 다양한 호흡기감염증이 주로 나타납니다. 피부질환은 코로나 증상과는 상관이 없을 것으로 보입니다. 아마 음식을 잘못 드셨거나 피부에 문제될만한 것을 접촉했을지도 모릅니다.",피부질환 비교
"코로나? 아님 감기? , 지금까지 저녁에는 기침이 안 심했는데 오늘 저녁만 그래요. 그리고 코도 1~3번 정도 막히고 지금은 안 막혔어요. 목소리도 1~3번 정도 나갔고요. 내일 병원 가기로 했어요. 내일 가서 열나거나 그러면 코로나 검사해야 되나요? 아무튼이거는 코로나인가요? 아님 감기인가요?","위 증상만으로 코로나라고 진단하지는 못합니다. 그러나 증상이 지속하고, 발열, 호흡기 증상이 악화되거나 특히 코로나 환자와 동선이 겹치는 경우라면 코로나 선별검사를 받도록 하십시오.",경미한 의심증상
제 룸메이트가 다니는 학원 선생님이 코로나 확진 판정을 받으셔서 내일 코로나 검사를 받으러 가는데 저도 자가격리 해야하나요? 그 친구한테 따로 밀접접촉자라고 문자는 오지 않았대요.,확진자와 접촉하였다고 바로 검사 양성이 되지는 않습니다. 적절한 검체 채취 및 검사 방법을 하지 못하면 음성으로 나오기도 합니다. 코로나 증상은 다음의 내용을 참고하십시오. https://www.youtube.com/watch?v=UeEY9eLGJrM,확진자 접촉 경미
술집 11월 1일부터 위드코로나 술집 24시간 운영해도 되나요?,"유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업
코로나전염병때문에 헤어지는커플들이 코로나발생이전에비해 많은편인가요? 코로나전과후 어떤가요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음
"전날 부터 목이 부어올라서 코로나 증상에 거의다 해당 되는데 이거 코로나인가요..?(엄마,학교 옆자리 친구는 감기걸렸어요 그리고 열나고 근육통 있습니다)","상기증상 하나하나가 다 코로나 증상 중에 하나입니다. 요즈음은 역학적 연관성 없이, 감염경로를 모르는 코로나 감염도 있기에, 걱정이 되신다면 보건소에서 무료검사 시행하는게 좋을 것 같습니다.",주의단계 의심증상
"코로나 백신 외 타 백신접종 , 코로나 백신 예약했는데 좀 불안하네요.. 아시는 분 계시면, 2일 코로나 백신 1차(어제 예약했는데 기간 보니까, 15일 코로나 백신 2차 b형간염이랑 겹치지 않게 간격 좀 띄우려고 9월 3일로 코로나 백신 예약했는데 하고보니 일주일 뒤에 자궁경부암 예약이 있더라구요",코로나백신과 다른 백신과의 접종간격은 2주간 띄울 것을 권고하고 있습니다. 코로나백신 접종처에 말씀하시면 연기해주실 겁니다.,접종 간격
위드 코로나하면 일본여행갈수있다고 들었는데 현실적으로 올 1월달에 갈수있을까요??,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음
